Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Arhgdia	310.8477	453.2606	505.3142	497.04	415.2004	581.8764	ARHGDIA
Arhgdib	0.947574	0.791879	0.421853	0.358553	0.4334307	1.15741129	ARHGDIB
Arhgdig	5.14526	4.54167	20.4639	16.749	13.2038	13.2998	ARHGDIG
Arhgef1	32.62504	47.42177	51.364378	51.847203	44.147308	66.07815	ARHGEF1
Arhgef10	6.77918	9.95554	22.2944	20.13337	9.96097	16.85138	ARHGEF10
Arhgef10l	6.082061	9.17002	14.4646359	14.233253	5.900032	9.61292200604	ARHGEF10L
Arhgef11	13.61873	20.66999	19.26944	20.01873	13.50032	22.7859	ARHGEF11
Arhgef12	14.830074	21.300738	34.4876	35.42013	14.05851	23.79651	ARHGEF12
Arhgef15	0.743407	0.403093	0.383266	0.510811	0.793414	0.940722	ARHGEF15
Arhgef16	2.00866	2.81912	10.1713	10.7496	3.93172	6.11913	ARHGEF16
Arhgef17	10.1052	17.2628	17.6382	18.2528	11.4321	21.8259	ARHGEF17
Arhgef18	15.3665	21.9466	45.0474	48.8036	14.7861	23.9888	ARHGEF18
Arhgef19	7.30385	9.9837	5.70679	5.91642	4.89009	7.377	ARHGEF19
Arhgef2	63.8179000031575	97.6027900019906	113.235176627	115.11195	56.667530719	84.328426	ARHGEF2
Arhgef25	16.3846	20.1346	23.9865	25.71642	15.4365	17.6568	ARHGEF25
Arhgef26	0.68575	0.891398	2.15364	2.38173	0.536786	0.663462	ARHGEF26
Arhgef28	10.6258	16.2893	36.8932	38.5463	16.9381	24.208	ARHGEF28
Arhgef3	31.9048571994	42.866530333	8.43142	8.633039	25.8955000006189	36.9645	ARHGEF3
Arhgef33	0.0589415	0	0	0.0858755	0	0.0274139	ARHGEF33
Arhgef37	0.150522	0.196756	0.0665123	0.132614	0.370952	0.427839	ARHGEF37
Arhgef38	0	0	0	0	0	0	ARHGEF38
Arhgef39	5.09505	5.74304	1.67262	2.21901	11.1295	9.981	ARHGEF39
Arhgef4	2.17679	1.85942	1.57162	1.72411	1.99702	2.04224	ARHGEF4
Arhgef40	46.47775	69.79104	52.75094	51.65464	47.07232	74.97658	ARHGEF40
Arhgef5	56.2024	75.7315	102.593	105.558	48.6879	71.4017	ARHGEF5
Arhgef6	0.0694544	0.0507552	0.207847	0.103151	0	0.0442988	ARHGEF6
Arhgef7	30.708769	45.232985	31.077635	32.781683	27.42386	41.855037	ARHGEF7
Arhgef9	1.341265	1.742518	1.4115645	1.488959	0.733666	1.006547	ARHGEF9
Arid1a	16.19265	24.66227	34.47593	36.65464	13.13454	24.53571	ARID1A
Arid1b	9.1146	14.721644	20.14734	21.37808	8.388501	15.74674	ARID1B
Arid2	11.2127	15.2612	24.9475	26.5686	7.64735	12.8085	ARID2
Arid3a	3.4258500562271	3.86209000047427	3.017014	3.52129	3.40551	5.53896	ARID3A
Arid3b	5.51199	5.997107	4.79814	5.82714	6.06094	7.1525	ARID3B
Arid3c	0	0.0657461	0	0.0890982	0.0531163	0	ARID3C
Arid4a	8.45183	12.0668	12.0236	11.5576	8.8376	12.3535	ARID4A
Arid4b	16.20863	19.13625	25.27771	25.50019	12.94968	17.30764	ARID4B
Arid5a	5.194525	6.45113873	6.2760780637888	6.5728	4.5189193	5.369272	ARID5A
Arid5b	8.4912	13.5466	31.7127	31.6225	8.86751	16.6595	ARID5B
Arih1	39.443	47.2853	55.846	58.0394	42.8024	56.5253	ARIH1
Arih2	25.680756	32.598685	39.96757	43.6412	18.46423	24.62152	ARIH2
Arl1	241.587	210.318	289.442	313.433	167.384	152.16	ARL1
Arl10	17.25049	21.80708	20.43003	18.55441	18.43175	23.524	ARL10
Arl11	0	0	0	0	0.128278	0	ARL11
Arl13a	0	0.141897	0	0	0	0.062096	ARL13A
Arl13b	16.5845	18.4364	16.9583	16.6944	13.8927	18.938	ARL13B
Arl14	7.76675	7.36605	9.55357	11.6017	6.47059	7.42249	ARL14
Arl14ep	16.3382	18.50263	48.959	52.0174	15.86288	18.04527	ARL14EP
Arl14epl	0.0505077	0	0.0566468	0	0	0	ARL14EPL
Arl15	3.51038	4.45106	9.40153	8.71816	3.25859	3.42327	ARL15
Arl16	13.1265	13.4799	20.049	20.3264	8.81003	7.9784	ARL16
Arl2	142.019	150.245	152.717	143.724	178.561	175.702	ARL2
Arl2bp	42.8973	51.7264	66.6908	66.0014	24.8725	31.34199	ARL2BP
Arl3	110.878	106.511	119.296	113.619	143.088	138.765	ARL3
Arl4a	17.00804	16.24159	9.81318	11.07311	14.89373	13.6938	ARL4A
Arl4c	61.5175	79.8476	61.0692	60.2354	45.4894	65.4689	ARL4C
Arl4d	4.5476	6.30528	3.17362	2.77804	3.83303	3.42682	ARL4D
Arl5a	36.645	43.5798	29.4134	30.3787	38.2531	44.3961	ARL5A
Arl5b	14.44907	17.01101	13.00139	16.42378	10.27343	13.74037	ARL5B
Arl5c	0.608164	0.439452	0.599449	0.696546	0.415335	0.513769	ARL5C
Arl6	12.6287	13.085026	14.819886	15.141965	7.600555	7.12789	ARL6
Arl6ip1	146.303	158.36	119.763	126.385	269.158	285.726	ARL6IP1
Arl6ip4	59.4131	57.8197	60.8711	57.3619	55.9516	56.6436	ARL6IP4
Arl6ip5	211.935	218.786	160.234	156.376	225.208	215.952	ARL6IP5
Arl6ip6	28.2785	32.6771	23.2363	26.1577	26.9698	35.8223	ARL6IP6
Arl8a	46.0136	66.8782	71.5347	69.8286	66.815	92.2151	ARL8A
Arl8b	52.4682	57.3778	84.905	85.6786	61.4507	65.7266	ARL8B
Arl9	0.0715264	0.0781347	0.0800261	0.881852	0	0.340141	ARL9
Armc1	34.9469	32.7386	33.2926	35.7413	33.7341	32.4216	ARMC1
Armc10	73.0787	84.4123	73.9985	72.7025	69.4544	71.7741	ARMC10
Armc12	0	0	0.110573	0	0	0.0944242	ARMC12
Armc2	0.540032	0.204607	0.505071	0.249031	0.453455	0.480316	ARMC2
Armc3	0.10395316149515	0.198171	0.0404206	0.10701	0.5602458701616	0.56292700510158	ARMC3
Armc4	0	0	0	0	0.0534035	0.0286602	ARMC4
Armc5	3.43482	5.30519	12.9223	11.1437	3.7178	4.65698	ARMC5
Armc6	6.35884	8.39045	13.8305	13.1353	6.58339	7.98079	ARMC6
Armc7	3.37082	3.99239	5.51814	5.78839	2.86712	2.93033	ARMC7
Armc8	10.54949	11.03142	15.30133	15.02976	11.4531	13.43997	ARMC8
Armc9	5.560539	5.716748	7.67963	6.1332200325106	3.761541	4.027079	ARMC9
Armcx1	8.8953805004	9.58957	9.222132	9.891825	13.00929	16.556506	ARMCX1
Armcx2	0.168230000358924	0.15243900049587	0.155360000384836	0.288619000854916	0.59325700182077	0.391562	ARMCX2
Armcx3	15.602118	17.41751	3.12895	2.37817	14.72005	16.982945	ARMCX3
Armcx4	2.35382	2.47386	1.13633	1.339	1.87315	3.24808	ARMCX4
Armcx5	3.84774	5.45282	6.32338	6.74938	2.9412	4.04731	ARMCX5
Armcx6	0.306552	0.223347	0.113806	0.0754848	0.676713	0.783269	ARMCX6
Arnt	30.92289	42.30273	36.833	38.79133	35.98366	53.683386	ARNT
Arnt2	1.0524378967806	1.3588311698439	6.94939919057	8.133732304	1.371867826	1.790521	ARNT2
Arntl	8.23928	10.78509	18.18972	18.531519	13.96951	19.995184	ARNTL
Arntl2	11.740170183	12.7521131558	3.1966540004	3.59899573954	2.295224	3.327418	ARNTL2
Arpc1a	114.395	120.434	104.167	106.537	124.265	130.095	ARPC1A
Arpc1b	445.86	539.562	495.323	478.456	528.069	606.233	ARPC1B
Arpc2	438.6523	550.262	452.4541	470.4642	328.5667	396.9934	ARPC2
Arpc3	429.524	431.585	237.26	235.729	458.913	411.8	ARPC3
Arpc4	131.69001	142.441979	124.298147	122.22456	138.390647	137.095001	ARPC4
Arpc5	192.449	184.27	132.542	141.919	162.893	164.433	ARPC5
Arpc5l	96.4186	90.9828	84.1236	81.7277	83.3466	70.2594	ARPC5L
Arpp19	50.7433	53.75929	53.35139	50.65055	43.66049	43.51489	ARPP19
Arpp21	0.035619	0.0474387	0.134854	0	0	0.0742192	ARPP21
Arr3	0	0	0	0	0	0	ARR3
Arrb1	5.30265	6.94289	4.66029	4.58551	6.87804	11.80255	ARRB1
Arrb2	30.472567	38.30907184	50.28076	49.22149	25.97332257	33.32262828525	ARRB2
Arrdc1	51.09341	61.25929	29.026578	29.78401	65.98311	82.27625	ARRDC1
Arrdc2	34.9468	44.1371	10.0866	8.80719	20.199	24.4324	ARRDC2
Arrdc3	41.49423	39.12138	9.98538	10.289478	26.49121	31.84452	ARRDC3
Arrdc4	8.46956	9.03052	18.86132	17.8712	8.53852	9.53561	ARRDC4
Arrdc5	0	0	0	0	0	0	ARRDC5
Arsa	15.0824	24.1852	34.0061	32.0465	13.3459	16.5472	ARSA
Arsb	8.88749	15.7695	14.9143	15.7372	13.3973	20.9702	ARSB
Arsg	0.835811	1.138879	3.10384	3.326248	1.17021656	1.864211	ARSG
Arsi	0.0586349	0.126675	0.0640182	0	0.102206	0.439964	ARSI
Arsj	6.42834	8.37326	1.72363	1.70801	7.92355	9.79546	ARSJ
Arsk	4.18334	4.49284	8.50706	7.79635	1.80091	2.50134	ARSK
Art1	0	0	0.0791467	0	0.0628462	0	ART1
Art3	0	0	0.185178	0	0	0	ART3
Art4	0	0	0	0	0	0	ART4
Art5	0.118597	0.156648	0.882201	0.994928	0.525636	0.296359	ART5
Artn	0.325583	0.166981	0.0564399	0.0749935	0.4471861	0.71618	ARTN
Arv1	7.82499	8.84619	14.7196	14.7294	8.92379	10.1078	ARV1
Arvcf	3.81743495022	6.30913	9.56642000072921	8.06305	7.26949197668	11.54003	ARVCF
Arx	0	0	0.0365879	0	0	0	ARX
As3mt	4.84154	8.42771	16.0281	16.9086	9.92539	10.5668	AS3MT
Asah1	279.221	311.05	305.036	308.037	189.29	211.814	ASAH1
Asah2	8.30569	12.3921	12.5707	13.5804	12.4348	18.8805	ASAH2
Asap1	30.5479319941	46.971918	54.86556	57.9232	36.66592	62.90134	ASAP1
Asap2	18.79893	29.612268	31.037849	30.821118	19.787	32.825979	ASAP2
Asap3	2.83384	3.46151	1.86586	1.70735	3.04201	3.78004	ASAP3
Asb1	4.79999	5.940647	4.898526	5.924205	3.103409	4.17051	ASB1
Asb10	0	0	0	0	0	0	ASB10
Asb11	0.0783804	0.0859487	0.0876331	0.46523	0.347011	0.0750198	ASB11
Asb12	0	0	0	0	0	0	ASB12
Asb13	6.06809	5.24716	23.8284	23.1761	6.59078	7.09606	ASB13
Asb14	0.159096	0.0580005	0	0	0.264044	0.0504897	ASB14
Asb15	0.0254249	0.0556255	0.0284824	0.112906	0	0.024173	ASB15
Asb16	0.288445	0.156059	0.394775	0.313945	0.436925	0.939493	ASB16
Asb17	0	0	0	0	0	0.114034	ASB17
Asb18	0	0	0	0	0.11606	0	ASB18
Asb2	0	0	0	0	0.0601419	0.0321073	ASB2
Asb3	17.02178	16.66068	19.59818	20.98473	17.95397	18.35167	ASB3
Asb4	0.163518	0.537662	0.219349	0.339355	0.145246	0.155619	ASB4
Asb5	0.370275	0.243506	0.166381	0.110005	0.131612	0	ASB5
Asb6	30.3716	37.5301	31.2294	30.543	28.7297	36.049	ASB6
Asb7	7.7275	10.16365	16.43179	16.02792	6.93062	9.49627	ASB7
Asb8	22.1575	29.486431	26.806157	27.03502	19.92238	21.5067	ASB8
Asb9	0	0	0	0	0	0	ASB9
Ascc1	31.75706	30.13313	35.996	32.63773	36.26788	32.92086	ASCC1
Ascc2	24.5995	32.6909	65.1786	66.7893	32.3408	41.7906	ASCC2
Ascc3	8.99194	12.8261	22.7124	24.4918	9.51275	15.8613	ASCC3
Ascl1	0	0	0	0	0	0	ASCL1
Ascl2	0	0	0	0	0.105355	0.112845	ASCL2
Ascl3	0	0	0.188789	0	0.148337	0	ASCL3
Ascl4	0.196315	0.450784	0.321504	0.567537	0.325792	0.350626	ASCL4
Ascl5	0	0	0	0	0	0	ASCL5
Asf1a	19.9165	17.0881	19.6951	18.2091	14.3346	14.1123	ASF1A
Asf1b	31.9284	42.699	11.248	11.6259	40.5943	49.7682	ASF1B
Asgr1	14.191187	10.308114	6.158176	5.511636	9.51914	9.277646	ASGR1
Asgr2	0	0.254646	0.196213	0.261746	0	0.074576616	ASGR2
Ash1l	11.96012	20.20235	22.04128	24.2218	11.62489	24.36278	ASH1L
Ash2l	48.54943287904	58.98412	85.03001	85.6815	52.41162	57.75878	ASH2L
Asic1	1.019	2.234246	3.157522	4.1762	0.758035	0.961371	ASIC1
Asic2	0.0749371	0	0	0	0	0	ASIC2
Asic3	0.112823	0.1754833	0	0.301156	0.179848	0.193604	ASIC3
Asic4	0	0	0	0.052441	0	0	ASIC4
Asic5	0	0	0.151956	0.1763659	0	0	ASIC5
Asl	44.11757	54.175197	42.909268	45.220322	42.29824	49.624468	ASL
Asna1	117.462	120.58	164.045	153.957	102.88	99.0006	ASNA1
Asns	37.52578	46.10561	355.6363	370.9399	44.395823	52.39157	ASNS
Asnsd1	35.70274	40.19779	56.12551	53.39356	44.49181	44.50789	ASNSD1
Aspa	3.49705	3.048075	2.030038	1.68481	4.89809	5.445034	ASPA
Aspdh	0	0	0	0	0	0	ASPDH
Aspg	0	0	0.077601	0	0.0309897	0	ASPG
Asph	22.163604314	27.4535466	53.6281643024	50.998080912	33.4494639455	45.879066024	ASPH
Asphd2	0.941774	1.28797	1.02884	1.09941	0.818546	1.41031	ASPHD2
Aspm	4.31269	5.99273	1.29027	1.64178	6.11861	10.1675	ASPM
Aspn	0.262881	0.05836080724	0.1208047349	0	0	0.05109933125	ASPN
Asprv1	0.0677472	0.0735302	0.374342	0.39847	0	0.193066	ASPRV1
Aspscr1	29.136177	36.934516125	43.9089	44.17094	23.30222	28.52139	ASPSCR1
Asrgl1	7.53529	8.81899	13.1081	13.5781	8.8022	7.39509	ASRGL1
Ass1	1.40531	2.0776	0.281739	0	4.30447	5.06482	ASS1
Aste1	4.51059	4.849755	6.43932	6.658162	3.388647	3.520407	ASTE1
Astl	0	0	0	0	0	0	ASTL
Astn1	0	0	0	0	0	0.0131017343	ASTN1
Astn2	0.0197066	0.171116	0.224949	0.149602	0.0358885	0.134297	ASTN2
Asxl1	19.0985	28.1156	40.8158	41.5506	24.7077	37.6185	ASXL1
Asxl2	6.596479	8.39054	11.82456	12.00405	5.551517	8.31607	ASXL2
Asxl3	0.436176	0.552725	0.0194634	0.0258265	0.45781	0.663276	ASXL3
Asz1	0	0	0	0	0	0	ASZ1
Atad1	62.6167	76.4614	114.744	114.968	62.3381	75.0544	ATAD1
Atad2	16.228	20.5216	10.9558	12.1542	17.0544	23.9494	ATAD2
Atad2b	3.00389	3.61198	3.42643	4.18585	2.11733	3.32162	ATAD2B
Atad3a	21.7856	29.1649	64.0059	59.6854	24.5661	32.1567	ATAD3A
Atad5	3.800171	4.07025	2.82743	3.26765	4.066429	5.69449	ATAD5
Atat1	25.4068183	27.38237	24.3666402	24.243632	24.268574	29.5369348	ATAT1
Atcay	0.0265288	0	0	0.0389002	0	0.0250297	ATCAY
Ate1	10.3007130011588	12.050309	22.680875	23.14996	10.165815	13.067975	ATE1
Atf2	49.086196	60.29969	63.690098	68.37828	28.19188	43.014272	ATF2
Atf3	4.80953	4.4969	56.0294	59.6588	11.1718	12.4387	ATF3
Atf4	116.126	119.0562	563.86	584.344	105.4764	110.2568	ATF4
Atf5	8.23219	10.26436	142.34213	135.2447	11.29365	12.8575	ATF5
Atf6	10.9605	14.6675	35.6226	37.2137	11.7777	17.7033	ATF6
Atf6b	14.1438	19.5315	29.4926	30.4268	16.4977	22.9448	ATF6B
Atf7	17.884198	25.73322	35.35878	36.72397	18.888546	36.73998	ATF7
Atf7ip	14.3122	25.7391	26.6527	25.654	17.0326	29.0578	ATF7IP
Atg10	9.66128	9.35703	7.4997	7.34974	7.8226	6.31496	ATG10
Atg12	47.5983	46.11	37.1083	33.5707	51.9682	51.0414	ATG12
Atg13	24.993386	34.16401	53.55921	57.56502	25.57142	37.19361	ATG13
Atg14	9.95454	12.4702	12.7269	13.167	6.83458	7.31165	ATG14
Atg16l1	17.1901	18.36848	21.8663	20.86201	18.21894	20.485986	ATG16L1
Atg16l2	9.68552	9.623532	11.58306	12.08435	6.88245	8.966829	ATG16L2
Atg2a	16.08384	24.61139	28.7226	30.02581	15.94723	25.01518	ATG2A
Atg2b	6.22796	9.09418	10.7338	10.5698	6.55143	9.96872	ATG2B
Atg3	16.4519	17.7228	26.9411	23.914	16.4715	17.8927	ATG3
Atg4a	12.3926	7.97823	11.9539	10.6661	8.82613	7.89499	ATG4A
Atg4b	21.9126	26.0688	27.7958	28.1963	22.2866	25.8069	ATG4B
Atg4c	5.24724	6.40295	11.03905	10.42695	5.67851	7.51723	ATG4C
Atg4d	10.4077	11.8585	14.3282	13.0303	11.5405	13.7237	ATG4D
Atg5	20.814369	17.49688	18.402752	20.335727	21.270663	21.256185	ATG5
Atg7	17.099719	21.974497	25.992398	27.456172	17.906429	25.092365	ATG7
Atg9a	14.05199	20.69553	20.91348	20.27992	14.396183	22.9073	ATG9A
Atg9b	13.9743	14.0976	2.9238	2.98199	13.3855	19.079	ATG9B
Atic	47.922	67.1073	93.6289	99.3311	60.2622	73.0377	ATIC
Atl1	4.13824	4.31397	2.64228	2.54853	5.51023	7.39765	ATL1
Atl2	18.64981	20.66956	30.36231	34.24532	20.47677	23.15695	ATL2
Atl3	34.658423	46.477	59.55654	62.30557	29.7212	41.030693	ATL3
Atm	4.40109	5.70283	10.5009	11.6957	3.68429	5.7403	ATM
Atmin	5.25741	9.26179	13.9222	14.2093	4.75537	6.40474	ATMIN
Atn1	24.8977	43.3994	70.3814	72.772	32.7956	60.6506	ATN1
Atoh1	0	0	0	0	0	0	ATOH1
Atoh7	0	0	0	0	0	0	ATOH7
Atoh8	5.33421	8.37666	52.9541	52.9538	1.39081	1.74121	ATOH8
Atox1	363.405	305.106	228.443	216.06	254.841	207.835	ATOX1
Atp10a	7.98926	11.4449	9.75054	9.92987	8.00409	13.122	ATP10A
Atp10b	0.0879883	0.0801138	0.0813717	0.0432635	0.12989	0.208895	ATP10B
Atp11a	6.987184	9.49714731	43.75241	44.4681000003382	10.2330700002369	17.33794	ATP11A
Atp11b	33.83426	41.10514	36.11887	34.282445	29.78628	43.963511	ATP11B
Atp11c	5.453469	6.68537	5.16776	5.79583	3.23662	5.40259	ATP11C
Atp12a	0	0	0	0	0	0	ATP12A
Atp13a1	32.265	40.7084	66.2132	66.4341	25.8473	34.9336	ATP13A1
Atp13a2	14.18397	21.89329	22.6013	21.29098	14.01951	21.80784	ATP13A2
Atp13a3	34.7843	46.4572	77.3124	80.6486	36.7018	55.9244	ATP13A3
Atp13a4	0	0.0359850103237	0.0400792	0.0931489	0.289432	0.2478680378527	ATP13A4
Atp13a5	0	0	0	0	0	0.0887636	ATP13A5
Atp1a1	163.218	236.178	341.827	349.212	161.572	226.406	ATP1A1
Atp1a2	0.046324	0.118977	0.068433	0.0904764	0.0408521	0.102486	ATP1A2
Atp1a3	0.1033830977491	0.0863935	0.0847825863655	0.150694179854	0.271179467726	0.2418730904933	ATP1A3
Atp1a4	0	0	0	0	0	0.0273116	ATP1A4
Atp1b1	4.84148	5.81132	47.0018	47.4095	8.95309	12.8016	ATP1B1
Atp1b2	1.00511	0.982749	0.703299	0.982535	0.470872	1.07314	ATP1B2
Atp1b3	111.583	132.565	114.459	118.234	83.5041	97.6474	ATP1B3
Atp1b4	0	0.027696798	0	0	0	0.024246579	ATP1B4
Atp2a1	0.0557328	0.0302238	0.122453	0.122176	0.122112	0.0524031	ATP2A1
Atp2a2	75.97086	111.86436	268.15466	273.52706	80.17862	126.08419	ATP2A2
Atp2a3	0.962079	1.10847	0.538186	0.567371	1.171134	1.975313	ATP2A3
Atp2b1	36.5305	53.3443	56.2107	59.5188	36.3159	59.4075	ATP2B1
Atp2b2	0.11894460728852	0.03523162370099	0.02388770215036	0.03172863392635	0.01904906276383	0.0905207	ATP2B2
Atp2b3	0.0322613	0.1134416	0.0165411	0.0367146	0.0660797	0.120768	ATP2B3
Atp2b4	6.0282473956	9.642406	5.346216	5.03151	4.426794	8.127962	ATP2B4
Atp2c1	40.976238	45.866558	57.28401	58.546723	36.972691	48.70778	ATP2C1
Atp2c2	0.433061	0.783368	0.0948802	0.25261	0.454455	0.459687	ATP2C2
Atp4a	0.246726	0.23778	0.960434	0.920121	0.2177369603	0.205147	ATP4A
Atp4b	0	0	0	0	0	0	ATP4B
Atp5a1	423.232	519.673	396.017	395.625	479.37	572.085	ATP5A1
Atp5b	815.786	940.869	770.521	780.087	900.067	1009.25	ATP5B
Atp5c1	511.11328	427.71541	382.75852	391.316397	555.5855	487.77167	ATP5C1
Atp5d	252.07772	319.91578	237.36962	219.18333	324.45014	388.47329	ATP5D
Atp5f1	385.788	351.076286	263.608194	266.104063	387.269	340.666722	ATP5F1
Atp5g1	169.2048	174.667	257.2446	240.1579	194.9222	180.7589	ATP5G1
Atp5g2	583.506	603.126	645.47	595.403	807.366	806.795	ATP5G2
Atp5g3	1042.37036	1014.21227	460.84941	468.972432	1077.96963	939.51987	ATP5G3
Atp5h	718.868	613.746	453.906	464.006	613.37	484.317	ATP5H
Atp5j	540.27492	464.0858	301.41123	305.0473	534.49124	414.06803	ATP5J
Atp5j2	764.741	589.378	441.845	445.229	704.327	548.304	ATP5J2
Atp5l	1227.93	851.139	644.909	617.756	593.926	419.985	ATP5L
Atp5o	502.184	448.468	319.642	308.135	469.21	386.214	ATP5O
Atp5s	14.8015	14.426	10.5909	11.6398	17.2652	17.5061	ATP5S
Atp5sl	16.52649	19.5007	30.16387	30.54158	15.64773	20.73767	ATP5SL
Atp6ap1	100.39	118.834	147.043	147.818	105.274	130.33	ATP6AP1
Atp6ap1l	0	0	0	0	0	0	ATP6AP1L
Atp6ap2	64.0204	68.0943	111.533	116.549	72.9408	80.542	ATP6AP2
Atp6v0a1	22.076169	35.121568	84.98491	91.89270224	28.9641000004014	42.563262	ATP6V0A1
Atp6v0a2	11.5605	14.1954	29.7807	29.9304	7.13988	9.11305	ATP6V0A2
Atp6v0a4	0.159977	0	0.309588	0.366097	1.15564	2.10262	ATP6V0A4
Atp6v0b	197.023	158.884	187.659	178.919	168.392	131.56	ATP6V0B
Atp6v0c	0.666018	1.07678	0	0.427477	0	0.276492	ATP6V0C
Atp6v0d1	61.6381	73.5966	80.0091	81.2502	65.2078	74.0364	ATP6V0D1
Atp6v0d2	0.136561	0.0498936	0	0	0.20236	0.131475	ATP6V0D2
Atp6v0e	282.241	242.127	222.511	208.374	241.868	216.073	ATP6V0E1
Atp6v0e2	31.14478	39.55672	61.352703	64.39608	34.0857	39.0289	ATP6V0E2
Atp6v1a	60.68076	71.55975	61.2343	59.15892	64.69388	81.3436	ATP6V1A
Atp6v1b1	0.0531448	0.0574818	0	0.0776849	0	0	ATP6V1B1
Atp6v1b2	115.795	139.606	93.9435	94.1383	107.903	131.187	ATP6V1B2
Atp6v1c1	74.3488	80.9452	94.7427	100.312	64.4528	74.6996	ATP6V1C1
Atp6v1c2	2.051198	2.5426	0.736798	0.783329	2.74938	2.39633	ATP6V1C2
Atp6v1d	57.8811	70.2428	57.7022	55.3417	49.2264	56.0561	ATP6V1D
Atp6v1e1	176.765	190.596	196.166	195.75	143.232	150.448	ATP6V1E1
Atp6v1e2	0	0	0	0	0	0	ATP6V1E2
Atp6v1f	362.782	307.078	371.797	374.076	379.323	318.557	ATP6V1F
Atp6v1g1	470.583	411.377	310.621	316.269	295.898	256.696	ATP6V1G1
Atp6v1g2	2.526052	1.919854	1.79986	1.568256	1.186082	1.94691	ATP6V1G2
Atp6v1g3	0.0627754	0	0.142765	0.0940879	0	0	ATP6V1G3
Atp6v1h	39.857	41.94167	74.15354	79.98153	36.21134	38.0898	ATP6V1H
Atp7a	9.81084	12.38345	11.49867	10.69594	8.86468	13.60213	ATP7A
Atp7b	1.20447	1.70468	3.86119	4.24908	1.41742	2.43592	ATP7B
Atp8a1	0.959752	1.326685802	1.737671	1.92533200083042	1.03481	1.247439	ATP8A1
Atp8a2	0.0539628	0.0294205	0.267892	0.317243	0.0237913	0.0762811	ATP8A2
Atp8b1	0.0158407	0.0691743	0.140984	0.0934227	0.0699921	0.104791	ATP8B1
Atp8b2	38.679637	54.93798	35.01636	36.08485	34.99263	54.84027	ATP8B2
Atp8b3	0.258894	0.257598	0.236505	0.28366	0.321315	0.747573	ATP8B3
Atp8b4	0.468986	0.499288	0	0.0564542	0.661861	0.660961	ATP8B4
Atp9a	4.205263	6.102358	1.5671600049216	1.5043	2.28237	3.12482	ATP9A
Atp9b	13.833091	16.28551	19.42008	20.42776	10.23793	14.98789	ATP9B
Atpaf1	9.04451	8.25263	14.1579	13.3907	3.56408	5.19802	ATPAF1
Atpaf2	22.0295	23.9576	24.6646	25.6006	19.6409	22.7345	ATPAF2
Atpif1	175.54	135.404	144.096	140.266	188.325	143.43	ATPIF1
Atr	6.23945	6.725475	9.40475	10.65209	4.897035	6.618263	ATR
Atraid	37.78653	34.00898	43.350734	41.26902	46.72277	39.2347	ATRAID
Atrip	7.76628	9.821	16.2118	17.6924	9.06804	9.49246	ATRIP
Atrn	6.50915	10.1477	14.2502	15.6521	5.07292	9.02485	ATRN
Atrnl1	10.344	15.9465	24.6165	25.2918	10.5769	18.0448	ATRNL1
Atrx	21.7041	26.2753	35.0445	38.7291	19.394	29.4303	ATRX
Atxn1	2.366370384	3.320620640968	2.0278464627	2.1193191802	3.084777364	2.5976353917177	ATXN1
Atxn10	205.336	270.535	277.211	288.221	219.203	258.13	ATXN10
Atxn1l	14.91101	21.1799	18.24338	19.78337	13.43452	23.72671	ATXN1L
Atxn2	24.7452	37.2683	41.7906	45.5196	23.7034	41.692	ATXN2
Atxn2l	58.92332	90.3954000063308	157.576136	161.71142	57.8549228457	95.655924	ATXN2L
Atxn3	14.3298	15.686326	17.16784	19.94502	12.05239	13.447	ATXN3
Atxn7	2.01276	2.91851	4.88576	5.48267	2.10608	3.16983	ATXN7
Atxn7l1	6.577753	7.1883158	10.943985	12.901626	7.205042	13.30542	ATXN7L1
Atxn7l2	6.38802	10.226157	14.150337	14.32303	6.15238	9.12832	ATXN7L2
Atxn7l3	26.47781	36.93967	51.25807	51.130245	22.34378	32.13085	ATXN7L3
Atxn7l3b	39.5974	47.9111	52.5143	52.4699	20.6331	26.2047	ATXN7L3B
AU019823	15.8054	16.05359	22.7113	20.574	11.56576	12.23005	C11orf57
AU021092	3.55502	3.61542	1.70574	1.93687	8.22195	7.69759	C16orf89
AU022252	7.89874	8.68477	11.9612	10.6095	7.21642	7.20366	C1orf50
AU040320	12.283344	16.9653	36.9304	38.39363325945	13.732185	18.602708	KIAA0319L
Auh	26.66473	30.34297	30.54346	28.797074	33.47021	32.68385	AUH
Aup1	107.98374	126.46408	207.04933	218.1835	101.97187	115.21707	AUP1
Aurka	59.45548	70.92967	15.31713	14.04458	70.50296	87.2639	AURKA
Aurkaip1	86.7253	76.4189	80.9204	74.8236	84.1303	74.0901	AURKAIP1
Aurkb	35.6351	42.8104	7.30163	7.90591	70.5881	95.5932	AURKB
Aurkc	0	0	0.110437	0	0	0	AURKC
Auts2	0.43843	0.828609	0.266001	0.439628	0.162813	0.41182	AUTS2
Aven	12.45641	15.198366393	14.8940308	15.16781	12.61869	12.60832	AVEN
Avil	0.314401	0.513523	5.11858	5.6178	0.552054	0.590882	AVIL
Avl9	16.2187	20.0438	30.2449	31.8083	13.1107	16.1569	AVL9
