Mus	Homo
Faap100	FAAP100
Faap20	FAAP20
Faap24	FAAP24
Fabp1	FABP1
Fabp12	FABP12
Fabp2	FABP2
Fabp3	FABP3
Fabp4	FABP4
Fabp5	FABP5
Fabp6	FABP6
Fabp7	FABP7
Fabp9	FABP9
Fadd	FADD
Fads1	FADS1
Fads2	FADS2
Fads3	FADS3
Fads6	FADS6
Faf1	FAF1
Faf2	FAF2
Fah	FAH
Fahd1	FAHD1
Fahd2a	FAHD2A
Faim	FAIM
Faim2	FAIM2
Fam102a	FAM102A
Fam102b	FAM102B
Fam103a1	FAM103A1
Fam104a	FAM104A
Fam105a	FAM105A
Fam107a	FAM107A
Fam107b	FAM107B
Fam109a	FAM109A
Fam109b	FAM109B
Fam110a	FAM110A
Fam110b	FAM110B
Fam110c	FAM110C
Fam111a	FAM111A
Fam114a1	FAM114A1
Fam114a2	FAM114A2
Fam117a	FAM117A
Fam117b	FAM117B
Fam118a	FAM118A
Fam118b	FAM118B
Fam120a	FAM120A
Fam120b	FAM120B
Fam120c	FAM120C
Fam122a	FAM122A
Fam122b	FAM122B
Fam122c	FAM122C
Fam124a	FAM124A
Fam124b	FAM124B
Fam126a	FAM126A
Fam126b	FAM126B
Fam129a	FAM129A
Fam129b	FAM129B
Fam129c	FAM129C
Fam131a	FAM131A
Fam131b	FAM131B
Fam131c	FAM131C
Fam133b	FAM133B
Fam135a	FAM135A
Fam135b	FAM135B
Fam136a	FAM136A
Fam13a	FAM13A
Fam13b	FAM13B
Fam13c	FAM13C
Fam149a	FAM149A
Fam149b	FAM149B1
Fam151a	FAM151A
Fam151b	FAM151B
Fam155a	FAM155A
Fam159a	FAM159A
Fam159b	FAM159B
Fam160a1	FAM160A1
Fam160a2	FAM160A2
Fam160b1	FAM160B1
Fam160b2	FAM160B2
Fam161a	FAM161A
Fam161b	FAM161B
Fam162a	FAM162A
Fam162b	FAM162B
Fam163a	FAM163A
Fam163b	FAM163B
Fam166a	FAM166A
Fam166b	FAM166B
Fam167a	FAM167A
Fam167b	FAM167B
Fam168a	FAM168A
Fam168b	FAM168B
Fam169a	FAM169A
Fam169b	FAM169B
Fam170a	FAM170A
Fam170b	FAM170B
Fam171a1	FAM171A1
Fam171a2	FAM171A2
Fam171b	FAM171B
Fam172a	FAM172A
Fam173a	FAM173A
Fam173b	FAM173B
Fam174a	FAM174A
Fam174b	FAM174B
Fam177a	FAM177A1
Fam178b	FAM178B
Fam180a	FAM180A
Fam181a	FAM181A
Fam181b	FAM181B
Fam183b	FAM183A
Fam184a	FAM184A
Fam184b	FAM184B
Fam185a	FAM185A
Fam186a	FAM186A
Fam186b	FAM186B
Fam187a	FAM187A
Fam187b	FAM187B
Fam189a1	FAM189A1
Fam189a2	FAM189A2
Fam189b	FAM189B
Fam192a	FAM192A
Fam193a	FAM193A
Fam193b	FAM193B
Fam196a	FAM196A
Fam196b	FAM196B
Fam198a	FAM198A
Fam198b	FAM198B
Fam199x	FAM199X
Fam19a1	FAM19A1
Fam19a2	FAM19A2
Fam19a3	FAM19A3
Fam19a4	FAM19A4
Fam19a5	FAM19A5
Fam204a	FAM204A
Fam205a1	FAM205A
Fam205a2	FAM205A
Fam205a3	FAM205A
Fam205a4	FAM205A
Fam205c	FAM205C
Fam206a	FAM206A
Fam207a	FAM207A
Fam208a	FAM208A
Fam208b	FAM208B
Fam209	FAM209A
Fam20a	FAM20A
Fam20b	FAM20B
Fam20c	FAM20C
Fam210a	FAM210A
Fam210b	FAM210B
Fam212a	FAM212A
Fam212b	FAM212B
Fam213a	FAM213A
Fam213b	FAM213B
Fam214a	FAM214A
Fam214b	FAM214B
Fam216a	FAM216A
Fam216b	FAM216B
Fam217a	FAM217A
Fam217b	FAM217B
Fam219a	FAM219A
Fam219b	FAM219B
Fam220a	FAM220A
Fam221a	FAM221A
Fam221b	FAM221B
Fam222a	FAM222A
Fam222b	FAM222B
Fam227a	FAM227A
Fam227b	FAM227B
Fam228a	FAM228A
Fam228b	FAM228B
Fam229a	FAM229A
Fam229b	FAM229B
Fam234a	FAM234A
Fam234b	FAM234B
Fam240a	FAM240A
Fam24a	FAM24A
Fam25c	FAM25A
Fam26d	CALHM4
Fam26e	CALHM5
Fam26f	CALHM6
Fam32a	FAM32A
Fam35a	FAM35A
Fam3a	FAM3A
Fam3b	FAM3B
Fam3c	FAM3C
Fam43a	FAM43A
Fam43b	FAM43B
Fam45a	FAM45A
Fam46a	FAM46A
Fam46b	FAM46B
Fam46c	FAM46C
Fam46d	FAM46D
Fam47c	FAM47A
Fam47e	FAM47E
Fam49a	FAM49A
Fam49b	FAM49B
Fam50a	FAM50A
Fam50b	FAM50B
Fam53a	FAM53A
Fam53b	FAM53B
Fam53c	FAM53C
Fam57a	FAM57A
Fam57b	FAM57B
Fam58b	CCNQ
Fam60a	SINHCAF
Fam69a	FAM69A
Fam69b	FAM69B
Fam69c	FAM69C
Fam71a	FAM71A
Fam71b	FAM71B
Fam71d	FAM71D
Fam71e1	FAM71E1
Fam71e2	FAM71E2
Fam71f1	FAM71F1
Fam71f2	FAM71F2
Fam72a	FAM72A
Fam76a	FAM76A
Fam76b	FAM76B
Fam78a	FAM78A
Fam78b	FAM78B
Fam81a	FAM81A
Fam81b	FAM81B
Fam83a	FAM83A
Fam83b	FAM83B
Fam83c	FAM83C
Fam83d	FAM83D
Fam83e	FAM83E
Fam83f	FAM83F
Fam83g	FAM83G
Fam83h	FAM83H
Fam84a	FAM84A
Fam84b	FAM84B
Fam89a	FAM89A
Fam89b	FAM89B
Fam8a1	FAM8A1
Fam90a1b	CXorf58
Fam91a1	FAM91A1
Fam92a	FAM92A
Fam92b	FAM92B
Fam96a	FAM96A
Fam96b	FAM96B
Fam98a	FAM98A
Fam98b	FAM98B
Fam98c	FAM98C
Fan1	FAN1
Fanca	FANCA
Fancb	FANCB
Fancc	FANCC
Fancd2	FANCD2
Fancd2os	FANCD2OS
Fance	FANCE
Fancf	FANCF
Fancg	FANCG
Fanci	FANCI
Fancl	FANCL
Fancm	FANCM
Fank1	FANK1
Fap	FAP
Far1	FAR1
Far2	FAR2
Farp1	FARP1
Farp2	FARP2
Fars2	FARS2
Farsa	FARSA
Farsb	FARSB
Fas	FAS
Fasl	FASLG
Fasn	FASN
Fastk	FASTK
Fastkd1	FASTKD1
Fastkd2	FASTKD2
Fastkd3	FASTKD3
Fastkd5	FASTKD5
Fat1	FAT1
Fat2	FAT2
Fat3	FAT3
Fat4	FAT4
Fate1	FATE1
Fau	FAU
Faxc	FAXC
Fbf1	FBF1
Fbl	FBL
Fblim1	FBLIM1
Fbll1	FBLL1
Fbln1	FBLN1
Fbln2	FBLN2
Fbln5	FBLN5
Fbln7	FBLN7
Fbn1	FBN1
Fbn2	FBN2
Fbp1	FBP1
Fbp2	FBP2
Fbrs	FBRS
Fbrsl1	FBRSL1
Fbxl12	FBXL12
Fbxl13	FBXL13
Fbxl14	FBXL14
Fbxl15	FBXL15
Fbxl16	FBXL16
Fbxl17	FBXL17
Fbxl18	FBXL18
Fbxl19	FBXL19
Fbxl2	FBXL2
Fbxl20	FBXL20
Fbxl21	FBXL21
Fbxl22	FBXL22
Fbxl3	FBXL3
Fbxl4	FBXL4
Fbxl5	FBXL5
Fbxl6	FBXL6
Fbxl7	FBXL7
Fbxl8	FBXL8
Fbxo10	FBXO10
Fbxo11	FBXO11
Fbxo15	FBXO15
Fbxo16	FBXO16
Fbxo17	FBXO17
Fbxo18	FBXO18
Fbxo2	FBXO2
Fbxo21	FBXO21
Fbxo22	FBXO22
Fbxo24	FBXO24
Fbxo25	FBXO25
Fbxo27	FBXO27
Fbxo28	FBXO28
Fbxo3	FBXO3
Fbxo30	FBXO30
Fbxo31	FBXO31
Fbxo32	FBXO32
Fbxo33	FBXO33
Fbxo34	FBXO34
Fbxo36	FBXO36
Fbxo38	FBXO38
Fbxo39	FBXO39
Fbxo4	FBXO4
Fbxo40	FBXO40
Fbxo41	FBXO41
Fbxo42	FBXO42
Fbxo43	FBXO43
Fbxo44	FBXO44
Fbxo45	FBXO45
Fbxo46	FBXO46
Fbxo47	FBXO47
Fbxo48	FBXO48
Fbxo5	FBXO5
Fbxo6	FBXO6
Fbxo7	FBXO7
Fbxo8	FBXO8
Fbxo9	FBXO9
Fbxw10	CDRT1
Fbxw11	FBXW11
Fbxw13	FBXW12
Fbxw14	FBXW12
Fbxw15	FBXW12
Fbxw16	FBXW12
Fbxw18	FBXW12
Fbxw19	FBXW12
Fbxw2	FBXW2
Fbxw20	FBXW12
Fbxw21	FBXW12
Fbxw22	FBXW12
Fbxw24	FBXW12
Fbxw25	FBXW12
Fbxw26	FBXW12
Fbxw28	FBXW12
Fbxw4	FBXW4
Fbxw5	FBXW5
Fbxw7	FBXW7
Fbxw8	FBXW8
Fbxw9	FBXW9
Fcamr	FCAMR
Fcer1a	FCER1A
Fcer1g	FCER1G
Fcer2a	FCER2
Fcf1	FCF1
Fcgbp	FCGBP
Fcgr1	FCGR1A
Fcgr2b	FCGR2B
Fcgr3	FCGR2A
Fcgr4	FCGR3A
Fcgrt	FCGRT
Fcho1	FCHO1
Fcho2	FCHO2
Fchsd1	FCHSD1
Fchsd2	FCHSD2
Fcmr	FCMR
Fcnb	FCN1
Fcrl1	FCRL1
Fcrl5	FCRL5
Fcrl6	FCRL6
Fcrla	FCRLA
Fcrlb	FCRLB
Fdft1	FDFT1
Fdps	FDPS
Fdx1	FDX1
Fdx1l	FDX1L
Fdxacb1	FDXACB1
Fdxr	FDXR
Fech	FECH
Fem1a	FEM1A
Fem1b	FEM1B
Fem1c	FEM1C
Fen1	FEN1
Fendrr	FENDRR
Fer	FER
Fer1l4	FER1L4
Fer1l5	FER1L5
Fer1l6	FER1L6
Ferd3l	FERD3L
Fermt1	FERMT1
Fermt2	FERMT2
Fermt3	FERMT3
Fes	FES
Fetub	FETUB
Fev	FEV
Fez1	FEZ1
Fez2	FEZ2
Fezf1	FEZF1
Fezf2	FEZF2
Ffar1	FFAR1
Ffar2	FFAR2
Ffar3	FFAR3
Ffar4	FFAR4
Fga	FGA
Fgb	FGB
Fgd1	FGD1
Fgd2	FGD2
Fgd3	FGD3
Fgd4	FGD4
Fgd5	FGD5
Fgd6	FGD6
Fgf1	FGF1
Fgf10	FGF10
Fgf11	FGF11
Fgf12	FGF12
Fgf13	FGF13
Fgf14	FGF14
Fgf15	FGF19
Fgf16	FGF16
Fgf17	FGF17
Fgf18	FGF18
Fgf2	FGF2
Fgf20	FGF20
Fgf21	FGF21
Fgf22	FGF22
Fgf23	FGF23
Fgf3	FGF3
Fgf4	FGF4
Fgf5	FGF5
Fgf6	FGF6
Fgf7	FGF7
Fgf8	FGF8
Fgf9	FGF9
Fgfbp1	FGFBP1
Fgfbp3	FGFBP3
Fgfr1	FGFR1
Fgfr1op	FGFR1OP
Fgfr1op2	FGFR1OP2
Fgfr2	FGFR2
Fgfr3	FGFR3
Fgfr4	FGFR4
Fgfrl1	FGFRL1
Fgg	FGG
Fggy	FGGY
Fgl1	FGL1
Fgl2	FGL2
Fgr	FGR
Fh1	FH
Fhad1	FHAD1
Fhdc1	FHDC1
Fhit	FHIT
Fhl1	FHL1
Fhl2	FHL2
Fhl3	FHL3
Fhl5	FHL5
Fhod1	FHOD1
Fhod3	FHOD3
Fibcd1	FIBCD1
Fibin	FIBIN
Fibp	FIBP
Ficd	FICD
Fig4	FIG4
Figla	FIGLA
Fign	FIGN
Fignl1	FIGNL1
Fignl2	FIGNL2
Filip1	FILIP1
Filip1l	FILIP1L
Fip1l1	FIP1L1
Firre	FIRRE
Fis1	FIS1
Fitm1	FITM1
Fitm2	FITM2
Fiz1	FIZ1
Fjx1	FJX1
Fkbp10	FKBP10
Fkbp11	FKBP11
Fkbp14	FKBP14
Fkbp15	FKBP15
Fkbp1a	FKBP1A
Fkbp1b	FKBP1B
Fkbp2	FKBP2
Fkbp3	FKBP3
Fkbp4	FKBP4
Fkbp5	FKBP5
Fkbp6	FKBP6
Fkbp7	FKBP7
Fkbp8	FKBP8
Fkbp9	FKBP9
Fkbpl	FKBPL
Fkrp	FKRP
Fktn	FKTN
Flad1	FLAD1
Flcn	FLCN
Flg2	FLG2
Fli1	FLI1
Flii	FLII
Flna	FLNA
Flnb	FLNB
Flnc	FLNC
Flot1	FLOT1
Flot2	FLOT2
Flrt1	FLRT1
Flrt2	FLRT2
Flrt3	FLRT3
Flt1	FLT1
Flt3	FLT3
Flt3l	FLT3LG
Flt4	FLT4
Flywch1	FLYWCH1
Flywch2	FLYWCH2
Fmc1	FMC1
Fmn1	FMN1
Fmn2	FMN2
Fmnl1	FMNL1
Fmnl2	FMNL2
Fmnl3	FMNL3
Fmo1	FMO1
Fmo2	FMO2
Fmo3	FMO3
Fmo4	FMO4
Fmo5	FMO5
Fmo6	FMO6P
Fmod	FMOD
Fmr1	FMR1
Fmr1nb	FMR1NB
Fn1	FN1
Fn3k	FN3K
Fn3krp	FN3KRP
Fnbp1	FNBP1
Fnbp1l	FNBP1L
Fnbp4	FNBP4
Fndc1	FNDC1
Fndc10	FNDC10
Fndc11	FNDC11
Fndc3a	FNDC3A
Fndc3b	FNDC3B
Fndc4	FNDC4
Fndc5	FNDC5
Fndc7	FNDC7
Fndc8	FNDC8
Fndc9	FNDC9
Fnip1	FNIP1
Fnip2	FNIP2
Fnta	FNTA
Fntb	FNTB
Focad	FOCAD
Folh1	FOLH1
Folr1	FOLR1
Folr2	FOLR2
Fopnl	FOPNL
Fos	FOS
Fosb	FOSB
Fosl1	FOSL1
Fosl2	FOSL2
Foxa1	FOXA1
Foxa2	FOXA2
Foxa3	FOXA3
Foxb1	FOXB1
Foxb2	FOXB2
Foxc1	FOXC1
Foxc2	FOXC2
Foxd1	FOXD1
Foxd2	FOXD2
Foxd3	FOXD3
Foxd4	FOXD4
Foxe1	FOXE1
Foxe3	FOXE3
Foxf1	FOXF1
Foxf2	FOXF2
Foxg1	FOXG1
Foxh1	FOXH1
Foxi1	FOXI1
Foxi2	FOXI2
Foxi3	FOXI3
Foxj1	FOXJ1
Foxj2	FOXJ2
Foxj3	FOXJ3
Foxk1	FOXK1
Foxk2	FOXK2
Foxl1	FOXL1
Foxl2	FOXL2
Foxm1	FOXM1
Foxn1	FOXN1
Foxn2	FOXN2
Foxn3	FOXN3
Foxn4	FOXN4
Foxo1	FOXO1
Foxo3	FOXO3
Foxo4	FOXO4
Foxo6	FOXO6
Foxp1	FOXP1
Foxp2	FOXP2
Foxp3	FOXP3
Foxp4	FOXP4
Foxq1	FOXQ1
Foxr1	FOXR1
Foxr2	FOXR2
Foxred1	FOXRED1
Foxred2	FOXRED2
Foxs1	FOXS1
Fpgs	FPGS
Fpgt	FPGT
Fpr1	FPR1
Fpr2	FPR2
Fpr3	FPR3
Fra10ac1	FRA10AC1
Fra8e1	FRA16D
Fras1	FRAS1
Frat1	FRAT1
Frat2	FRAT2
Frem1	FREM1
Frem2	FREM2
Frem3	FREM3
Frg1	FRG1
Frg2f1	FRG2
Frg2f10	FRG2
Frg2f11	FRG2
Frg2f12	FRG2
Frg2f13	FRG2
Frg2f2	FRG2
Frg2f3	FRG2
Frg2f4	FRG2
Frg2f5	FRG2
Frg2f6	FRG2
Frg2f7	FRG2
Frg2f8	FRG2
Frg2f9	FRG2
Frk	FRK
Frmd3	FRMD3
Frmd4a	FRMD4A
Frmd4b	FRMD4B
Frmd5	FRMD5
Frmd6	FRMD6
Frmd7	FRMD7
Frmd8	FRMD8
Frmpd1	FRMPD1
Frmpd2	FRMPD2
Frmpd3	FRMPD3
Frmpd4	FRMPD4
Frrs1	FRRS1
Frrs1l	FRRS1L
Frs2	FRS2
Frs3	FRS3
Fry	FRY
Fryl	FRYL
Frzb	FRZB
Fsbp	FSBP
Fscb	FSCB
Fscn1	FSCN1
Fscn2	FSCN2
Fscn3	FSCN3
Fsd1	FSD1
Fsd1l	FSD1L
Fsd2	FSD2
Fshb	FSHB
Fshr	FSHR
Fsip1	FSIP1
Fsip2	FSIP2
Fst	FST
Fstl1	FSTL1
Fstl3	FSTL3
Fstl4	FSTL4
Fstl5	FSTL5
Ftcd	FTCD
Fth1	FTH1
Fthl17a	FTHL17
Ftl1	FTL
Ftmt	FTMT
Fto	FTO
Ftsj1	FTSJ1
Ftsj3	FTSJ3
Ftx	FTX
Fubp1	FUBP1
Fubp3	FUBP3
Fuca1	FUCA1
Fuca2	FUCA2
Fuk	FUK
Fundc1	FUNDC1
Fundc2	FUNDC2
Fuom	FUOM
Furin	FURIN
Fus	FUS
Fut1	FUT1
Fut10	FUT10
Fut11	FUT11
Fut2	FUT2
Fut4	FUT4
Fut7	FUT7
Fut8	FUT8
Fut9	FUT9
Fuz	FUZ
Fxn	FXN
Fxr1	FXR1
Fxr2	FXR2
Fxyd1	FXYD1
Fxyd2	FXYD2
Fxyd3	FXYD3
Fxyd4	FXYD4
Fxyd5	FXYD5
Fxyd6	FXYD6
Fxyd7	FXYD7
Fyb	FYB1
Fyb2	FYB2
Fyco1	FYCO1
Fyn	FYN
Fyttd1	FYTTD1
Fzd1	FZD1
Fzd10	FZD10
Fzd2	FZD2
Fzd3	FZD3
Fzd4	FZD4
Fzd5	FZD5
Fzd6	FZD6
Fzd7	FZD7
Fzd8	FZD8
Fzd9	FZD9
Fzr1	FZR1
G0s2	G0S2
G2e3	G2E3
G3bp1	G3BP1
G3bp2	G3BP2
G6b	MPIG6B
G6pc	G6PC
G6pc2	G6PC2
G6pc3	G6PC3
G6pdx	G6PD
Gaa	GAA
Gab1	GAB1
Gab2	GAB2
Gab3	GAB3
Gabarap	GABARAP
Gabarapl1	GABARAPL1
Gabarapl2	GABARAPL2
Gabbr1	GABBR1
Gabbr2	GABBR2
Gabpa	GABPA
Gabpb1	GABPB1
Gabpb2	GABPB2
Gabra1	GABRA1
Gabra2	GABRA2
Gabra3	GABRA3
Gabra4	GABRA4
Gabra5	GABRA5
Gabra6	GABRA6
Gabrb1	GABRB1
Gabrb2	GABRB2
Gabrb3	GABRB3
Gabrd	GABRD
Gabre	GABRE
Gabrg1	GABRG1
Gabrg2	GABRG2
Gabrg3	GABRG3
Gabrp	GABRP
Gabrq	GABRQ
Gabrr1	GABRR1
Gabrr2	GABRR2
Gabrr3	GABRR3
Gad1	GAD1
Gad2	GAD2
Gadd45a	GADD45A
Gadd45b	GADD45B
Gadd45g	GADD45G
Gadd45gip1	GADD45GIP1
Gadl1	GADL1
Gak	GAK
Gal	GAL
Gal3st1	GAL3ST1
Gal3st2	GAL3ST2
Gal3st2b	GAL3ST2
Gal3st2c	GAL3ST2
Gal3st3	GAL3ST3
Gal3st4	GAL3ST4
Galc	GALC
Gale	GALE
Galk1	GALK1
Galk2	GALK2
Galm	GALM
Galns	GALNS
Galnt1	GALNT1
Galnt10	GALNT10
Galnt11	GALNT11
Galnt12	GALNT12
Galnt13	GALNT13
Galnt14	GALNT14
Galnt15	GALNT15
Galnt16	GALNT16
Galnt18	GALNT18
Galnt2	GALNT2
Galnt3	GALNT3
Galnt4	GALNT4
Galnt5	GALNT5
Galnt6	GALNT6
Galnt7	GALNT7
Galnt9	GALNT9
Galntl5	GALNTL5
Galntl6	GALNTL6
Galp	GALP
Galr1	GALR1
Galr2	GALR2
Galr3	GALR3
Galt	GALT
Gamt	GAMT
Gan	GAN
Ganab	GANAB
Ganc	GANC
Gap43	GAP43
Gapdh	GAPDH
Gapdhs	GAPDHS
Gapt	GAPT
Gapvd1	GAPVD1
Gar1	GAR1
Garem1	GAREM1
Garem2	GAREM2
Garnl3	GARNL3
Gars	GARS
Gart	GART
Gas1	GAS1
Gas2	GAS2
Gas2l1	GAS2L1
Gas2l2	GAS2L2
Gas2l3	GAS2L3
Gas5	GAS5
Gas6	GAS6
Gas7	GAS7
Gas8	GAS8
Gast	GAST
Gata1	GATA1
Gata2	GATA2
Gata3	GATA3
Gata4	GATA4
Gata5	GATA5
Gata6	GATA6
Gatad1	GATAD1
Gatad2a	GATAD2A
Gatad2b	GATAD2B
Gatb	GATB
Gatc	GATC
Gatd1	GATD1
Gatm	GATM
Gatsl2	CASTOR2
Gatsl3	CASTOR1
Gba	GBA
Gba2	GBA2
Gbe1	GBE1
Gbf1	GBF1
Gbgt1	GBGT1
Gbp10	GBP6
Gbp11	GBP6
Gbp2	GBP2
Gbp2b	GBP3
Gbp3	GBP4
Gbp4	GBP6
Gbp5	GBP5
Gbp6	GBP6
Gbp7	GBP7
Gbp9	GBP6
Gbx1	GBX1
Gbx2	GBX2
Gc	GC
Gca	GCA
Gcat	GCAT
Gcc1	GCC1
Gcc2	GCC2
Gcdh	GCDH
Gcfc2	GCFC2
Gcg	GCG
Gcgr	GCGR
Gch1	GCH1
Gchfr	GCHFR
Gck	GCK
Gckr	GCKR
Gclc	GCLC
Gclm	GCLM
Gcm1	GCM1
Gcm2	GCM2
Gcn1l1	GCN1
Gcnt1	GCNT1
Gcnt2	GCNT2
Gcnt3	GCNT3
Gcnt4	GCNT4
Gcnt7	GCNT7
Gcsam	GCSAM
Gcsh	GCSH
Gda	GDA
Gdap1	GDAP1
Gdap1l1	GDAP1L1
Gdap2	GDAP2
Gde1	GDE1
Gdf1	GDF1
Gdf10	GDF10
Gdf11	GDF11
Gdf15	GDF15
Gdf2	GDF2
Gdf3	GDF3
Gdf5	GDF5
Gdf6	GDF6
Gdf7	GDF7
Gdf9	GDF9
Gdi1	GDI1
Gdi2	GDI2
Gdnf	GDNF
Gdpd1	GDPD1
Gdpd2	GDPD2
Gdpd3	GDPD3
Gdpd4	GDPD4
Gdpd5	GDPD5
Gdpgp1	GDPGP1
Gem	GEM
Gemin2	GEMIN2
Gemin4	GEMIN4
Gemin5	GEMIN5
Gemin6	GEMIN6
Gemin7	GEMIN7
Gemin8	GEMIN8
Gen1	GEN1
Get4	GET4
Gfap	GFAP
Gfer	GFER
Gfi1	GFI1
Gfi1b	GFI1B
Gfm1	GFM1
Gfm2	GFM2
Gfod1	GFOD1
Gfod2	GFOD2
Gfpt1	GFPT1
Gfpt2	GFPT2
Gfra1	GFRA1
Gfra2	GFRA2
Gfra3	GFRA3
Gfra4	GFRA4
Gfral	GFRAL
Gfy	GFY
Gga1	GGA1
Gga2	GGA2
Gga3	GGA3
Ggact	GGACT
Ggct	GGCT
Ggcx	GGCX
Ggh	GGH
Ggn	GGN
Ggnbp1	GGNBP1
Ggnbp2	GGNBP2
Ggps1	GGPS1
Ggt1	GGT1
Ggt5	GGT5
Ggt6	GGT6
Ggt7	GGT7
Ggta1	GGTA1P
Gh	CSHL1
Ghdc	GHDC
Ghitm	GHITM
Ghr	GHR
Ghrh	GHRH
Ghrhr	GHRHR
Ghrl	GHRL
Ghsr	GHSR
Gid4	GID4
Gid8	GID8
Gif	GIF
Gigyf1	GIGYF1
Gigyf2	GIGYF2
Gimap1	GIMAP1
Gimap3	GIMAP1-GIMAP5
Gimap4	GIMAP4
Gimap5	GIMAP1-GIMAP5
Gimap6	GIMAP6
Gimap7	GIMAP7
Gimap8	GIMAP8
Gimd1	GIMD1
Gin1	GIN1
Ginm1	GINM1
Gins1	GINS1
Gins2	GINS2
Gins3	GINS3
Gins4	GINS4
Gip	GIP
Gipc1	GIPC1
Gipc2	GIPC2
Gipc3	GIPC3
Gipr	GIPR
Git1	GIT1
Git2	GIT2
Gja1	GJA1
Gja10	GJA10
Gja3	GJA3
Gja4	GJA4
Gja5	GJA5
Gja6	GJA6P
Gja8	GJA8
Gjb1	GJB1
Gjb2	GJB2
Gjb3	GJB3
Gjb4	GJB4
Gjb5	GJB5
Gjb6	GJB6
Gjc1	GJC1
Gjc2	GJC2
Gjc3	GJC3
Gjd2	GJD2
Gjd3	GJD3
Gjd4	GJD4
Gje1	GJE1
Gk	GK
Gk2	GK2
Gk5	GK5
Gkap1	GKAP1
Gkn1	GKN1
Gkn2	GKN2
Gla	GLA
Glb1	GLB1
Glb1l	GLB1L
Glb1l2	GLB1L2
Glb1l3	GLB1L3
Glcci1	GLCCI1
Glce	GLCE
Gldc	GLDC
Gldn	GLDN
Gle1	GLE1
Glg1	GLG1
Gli1	GLI1
Gli2	GLI2
Gli3	GLI3
Glipr1	GLIPR1
Glipr1l1	GLIPR1L1
Glipr1l2	GLIPR1L2
Glipr1l3	GLIPR1L1
Glipr2	GLIPR2
Glis1	GLIS1
Glis2	GLIS2
Glis3	GLIS3
Glmn	GLMN
Glmp	GLMP
Glo1	GLO1
Glod4	GLOD4
Glod5	GLOD5
Glp1r	GLP1R
Glp2r	GLP2R
Glra1	GLRA1
Glra2	GLRA2
Glra3	GLRA3
Glra4	GLRA4
Glrb	GLRB
Glrx	GLRX
Glrx2	GLRX2
Glrx3	GLRX3
Glrx5	GLRX5
Gls	GLS
Gls2	GLS2
Glt1d1	GLT1D1
Glt6d1	GLT6D1
Glt8d1	GLT8D1
Glt8d2	GLT8D2
Gltp	GLTP
Gltpd2	GLTPD2
Glud1	GLUD1
Glul	GLUL
Glyat	GLYAT
Glyatl3	GLYATL3
Glycam1	GLYCAM1
Glyctk	GLYCTK
Glyr1	GLYR1
Gm10024	KRTAP12-2
Gm10100	KRTAP12-2
Gm10142	KRTAP12-2
Gm10318	KRTAP10-7
Gm10324	ZNF700
Gm10362	RPL17-C18orf32
Gm1043	C4orf50
Gm1045	C4orf26
Gm10499	HLA-A
Gm10591	CCL21
Gm10639	GSTA5
Gm10681	HSD3B1
Gm11127	HLA-F
Gm1113	VSIG10L2
Gm11397	SERPINB9
Gm11437	C17orf78
Gm11492	C17orf47
Gm11554	KRTAP4-9
Gm11562	KRTAP2-1
Gm11563	KRTAP4-8
Gm11569	KRTAP4-9
Gm11595	KRTAP4-9
Gm11596	KRTAP4-9
Gm11639	EFCAB13
Gm11837	C8orf88
Gm11937	KRTAP2-3
Gm11938	KRTAP2-3
Gm11992	C7orf57
Gm12569	LOC102724657
Gm12657	H3F3C
Gm12695	C1orf87
Gm128	C1orf56
Gm13212	ZNF268
Gm13304	CCL21
Gm13305	IL11RA
Gm13306	CCL27
Gm136	C6orf163
Gm13889	C11orf96
Gm14005	MIR4435-2HG
Gm14137	C15orf62
Gm14296	ZNF559-ZNF177
Gm14305	ZNF442
Gm14308	ZNF442
Gm14325	ZNF442
Gm14326	ZNF442
Gm14391	ZNF442
Gm14412	ZNF442
Gm14434	ZNF442
Gm14548	LILRB3
Gm14569	KIAA1210
Gm14781	MAGEB5
Gm15448	LILRB3
Gm15931	LILRB3
Gm16397	ARMCX7P
Gm16462	CXorf30
Gm1661	C1orf228
Gm1673	C4orf48
Gm17266	C18orf63
Gm17359	C4orf45
Gm17455	C10orf105
Gm19402	KRTAP10-7
Gm19428	ZNF700
Gm19668	KRTAP10-7
Gm20219	TINCR
Gm2026	ZNF442
Gm20541	ZNF124
Gm2115	CTXND1
Gm21466	SPIN2A
Gm21541	CCL21
Gm21637	SPIN2A
Gm21949	IQCJ-SCHIP1
Gm2696	KRTAP10-7
Gm2854	SPIN2A
Gm28729	LOC646730
Gm2892	SPIN2A
Gm29257	LOC102724737
Gm29738	ZNF845
Gm29746	ZNF845
Gm29797	C20orf204
Gm29802	KRTAP12-1
Gm2a	GM2A
Gm3055	ZNF624
Gm30910	ZNF268
Gm31166	LOC101927853
Gm31526	ZNF845
Gm31714	ZNF700
Gm3233	KRTAP10-7
Gm3238	KRTAP10-7
Gm3250	KRTAP10-7
Gm32687	ZNF433
Gm3285	KRTAP10-7
Gm33378	ZNF433
Gm33749	LCN15
Gm34066	C2orf66
Gm3417	TCTE3
Gm3443	C9orf57
Gm3448	TCTE3
Gm34638	LOC101929070
Gm35060	TEX51
Gm35339	WDR97
Gm35459	LOC100996274
Gm3757	SPIN2A
Gm3776	GSTA5
Gm38999	C19orf84
Gm4131	C13orf42
Gm4450	HSD3B1
