Mus_GeneID	Mus_Gene	Homo_GeneID	Homo_Gene
106757	Catsperd	257062	CATSPERD
18439	P2rx7	5027	P2RX7
55963	Slc1a4	6509	SLC1A4
227693	Zer1	10444	ZER1
230810	Slc30a2	7780	SLC30A2
75991	Slain2	57606	SLAIN2
269470	Wdr3	10885	WDR3
103268	Cep57l1	285753	CEP57L1
20318	Sdf4	51150	SDF4
65098	Zfand6	54469	ZFAND6
74455	Nsun6	221078	NSUN6
50996	Pdcd7	10081	PDCD7
21925	Tnnc2	7125	TNNC2
12812	Coil	8161	COIL
403175	Tigd4	201798	TIGD4
269695	Rnft2	84900	RNFT2
13393	Dlx3	1747	DLX3
20775	Sqle	6713	SQLE
12643	Chad	1101	CHAD
108058	Camk2d	817	CAMK2D
101744	Acp7	390928	ACP7
218613	Mier3	166968	MIER3
21803	Tgfb1	7040	TGFB1
12571	Cdk6	1021	CDK6
236539	Phgdh	26227	PHGDH
19373	Rag1	5896	RAG1
66400	Alkbh7	84266	ALKBH7
233529	Kctd14	65987	KCTD14
217303	Cd300a	11314	CD300A
69617	Pitrm1	10531	PITRM1
67681	Mrpl18	29074	MRPL18
68281	4930430F08Rik	91298	C12orf29
50876	Tmod2	29767	TMOD2
19247	Ptpn11	5781	PTPN11
319468	Ppm1h	57460	PPM1H
52174	Tmem222	84065	TMEM222
208990	Npb	256933	NPB
14313	Fst	10468	FST
58176	Rhbg	57127	RHBG
68939	Rasl11b	65997	RASL11B
192212	Prom2	150696	PROM2
21336	Tacr1	6869	TACR1
14625	Gykl1	2710	GK
234912	Cfap300	85016	CFAP300
16784	Lamp2	3920	LAMP2
19291	Purb	5814	PURB
71817	Tmem50a	23585	TMEM50A
320615	Dop1a	23033	DOP1A
18002	Nedd8	4738	NEDD8
23880	Fyb	2533	FYB1
75276	Ppp1r1c	151242	PPP1R1C
77733	Rnf170	81790	RNF170
67477	Abhd15	116236	ABHD15
232334	Vgll4	9686	VGLL4
18516	Pbx3	5090	PBX3
69903	Rasip1	54922	RASIP1
17306	Sypl2	284612	SYPL2
16886	Limk2	3985	LIMK2
20614	Snap25	6616	SNAP25
70645	Oip5	11339	OIP5
28010	Miip	60672	MIIP
330217	Gal3st4	79690	GAL3ST4
21408	Zfp354a	6940	ZNF354A
218793	Ube2e2	7325	UBE2E2
15374	Jpt1	51155	JPT1
381741	Lrrc43	254050	LRRC43
210108	D130043K22Rik	9856	KIAA0319
67345	Herc4	26091	HERC4
66169	Tomm7	54543	TOMM7
18753	Prkcd	5580	PRKCD
217370	Cybc1	79415	CYBC1
67455	Klhl13	90293	KLHL13
14943	Gzmf	2999	GZMH
14944	Gzmg	2999	GZMH
14942	Gzme	2999	GZMH
14941	Gzmd	2999	GZMH
104010	Cdh22	64405	CDH22
320940	Atp11c	286410	ATP11C
14020	Evi5	7813	EVI5
20609	Sstr5	6755	SSTR5
67690	Prss37	136242	PRSS37
72946	Lrrc47	57470	LRRC47
14129	Fcgr1	2209	FCGR1A
234836	Il17c	27189	IL17C
72123	Ccdc71l	168455	CCDC71L
56282	Mrpl12	6182	MRPL12
76457	Ccdc134	79879	CCDC134
226438	Igfn1	91156	IGFN1
22240	Dpysl3	1809	DPYSL3
229603	Otud7b	56957	OTUD7B
12986	Csf3r	1441	CSF3R
264064	Cdk8	1024	CDK8
71330	Rcbtb1	55213	RCBTB1
242736	Pramef8	391002	PRAMEF8
242736	Pramef8	441871	PRAMEF7
16407	Itgae	3682	ITGAE
105372	Utp15	84135	UTP15
26465	Zfp146	7705	ZNF146
53625	B3gnt2	10678	B3GNT2
52335	Atxn1l	342371	ATXN1L
14897	Trip12	9320	TRIP12
654824	Ankrd37	353322	ANKRD37
11803	Aplp1	333	APLP1
208146	Yeats2	55689	YEATS2
170706	Tmem37	140738	TMEM37
225518	Prdm6	93166	PRDM6
72198	Mtrex	23517	MTREX
232288	Frmd4b	23150	FRMD4B
331474	Rtl5	340526	RTL5
378425	Nlrp12	91662	NLRP12
93746	Gprc5d	55507	GPRC5D
20612	Siglec1	6614	SIGLEC1
66440	Cdc26	246184	CDC26
212391	Lcor	84458	LCOR
69821	Mterf4	130916	MTERF4
230936	Phf13	148479	PHF13
93685	Entpd7	57089	ENTPD7
13404	Dmc1	11144	DMC1
12168	Bmpr2	659	BMPR2
30957	Mapk8ip3	23162	MAPK8IP3
103836	Zfp692	55657	ZNF692
102103	Mtus1	57509	MTUS1
333315	Frem3	166752	FREM3
213248	Wdr49	151790	WDR49
317755	Zar1	326340	ZAR1
27055	Fkbp9	11328	FKBP9
16582	Kifc3	3801	KIFC3
319200	Gpr82	27197	GPR82
67795	Rnls	55328	RNLS
66092	Ghitm	27069	GHITM
16875	Lhx8	431707	LHX8
67085	1700024G13Rik	282966	C10orf53
22598	Slc6a18	348932	SLC6A18
231326	Aasdh	132949	AASDH
102448	Xylb	9942	XYLB
67880	Dcxr	51181	DCXR
56050	Cyp39a1	51302	CYP39A1
64176	Sv2b	9899	SV2B
11640	Akap1	8165	AKAP1
69787	Anxa13	312	ANXA13
73503	Mbd3l1	85509	MBD3L1
100340	Smpdl3b	27293	SMPDL3B
626870	Gm11992	136288	C7orf57
14714	Gnrh1	2796	GNRH1
71183	Clec12b	387837	CLEC12B
67997	Ddx59	83479	DDX59
20597	Smpd1	6609	SMPD1
13841	Epha7	2045	EPHA7
236899	Pcyt1b	9468	PCYT1B
237615	Ankrd52	283373	ANKRD52
217980	Larp4b	23185	LARP4B
66601	Tmigd1	388364	TMIGD1
218693	Paip1	10605	PAIP1
11468	Actg2	72	ACTG2
17112	Tm4sf1	4071	TM4SF1
13107	Cyp2f2	1572	CYP2F1
56533	Rgs17	26575	RGS17
216343	Tph2	121278	TPH2
18823	Plp1	5354	PLP1
77134	Hnrnpa0	10949	HNRNPA0
67680	Sdhb	6390	SDHB
72432	Spink5	11005	SPINK5
170829	Tram2	9697	TRAM2
50849	Rnf10	9921	RNF10
13043	Cttn	2017	CTTN
226098	Hectd2	143279	HECTD2
12677	Vsx2	338917	VSX2
75619	Fastkd2	22868	FASTKD2
57808	Rpl35a	6165	RPL35A
70237	Bhlhb9	80823	BHLHB9
233103	4931406P16Rik	9710	KIAA0355
13003	Vcan	1462	VCAN
67026	Thap4	51078	THAP4
67921	Ube2f	140739	UBE2F
68350	Mul1	79594	MUL1
71991	Ercc8	1161	ERCC8
66240	Kcne1l	23630	KCNE5
67864	Yipf4	84272	YIPF4
26462	Txnrd2	10587	TXNRD2
57753	Noc3l	64318	NOC3L
110323	Cox6b1	1340	COX6B1
19727	Rfxank	8625	RFXANK
18951	Sept5	5413	SEPT5
242819	Rundc3b	154661	RUNDC3B
80906	Kcnip2	30819	KCNIP2
76653	Cby3	646019	CBY3
99982	Kdm1a	23028	KDM1A
70166	Lipn	643418	LIPN
100043597	Srcap	10847	SRCAP
234138	Tti2	80185	TTI2
12632	Cfl2	1073	CFL2
269608	Plekhg5	57449	PLEKHG5
77929	Yipf6	286451	YIPF6
72284	LTO1	220064	LTO1
27279	Tnfrsf12a	51330	TNFRSF12A
50791	Magi2	9863	MAGI2
75593	Malsu1	115416	MALSU1
237256	Zc3h12d	340152	ZC3H12D
59069	Tpm3	7170	TPM3
329650	Med12l	116931	MED12L
59009	Sh3rf1	57630	SH3RF1
76376	Slc24a2	25769	SLC24A2
14601	Ghrh	2691	GHRH
66494	Prelid1	27166	PRELID1
226409	Zranb3	84083	ZRANB3
76893	Cers2	29956	CERS2
72306	Zfp777	27153	ZNF777
269955	Rccd1	91433	RCCD1
78286	Nav2	89797	NAV2
12801	Cnr1	1268	CNR1
72033	Tsc22d2	9819	TSC22D2
214897	Csnk1g1	53944	CSNK1G1
71132	Cabyr	26256	CABYR
20826	Snu13	4809	SNU13
213498	Arhgef11	9826	ARHGEF11
72155	Cenpn	55839	CENPN
193670	Rnf185	91445	RNF185
60611	Foxj2	55810	FOXJ2
67040	Ddx17	10521	DDX17
545085	Wdr70	55100	WDR70
209773	Dennd2a	27147	DENND2A
403171	Banf2	140836	BANF2
12804	Cntfr	1271	CNTFR
14632	Gli1	2735	GLI1
231571	Rpap2	79871	RPAP2
244713	Zfp317	57693	ZNF317
19359	Rad23b	5887	RAD23B
114128	Laptm4b	55353	LAPTM4B
12876	Cpe	1363	CPE
15273	Hivep2	3097	HIVEP2
12995	Csnk2a1	1457	CSNK2A1
319183	Hist1h2bj	8340	HIST1H2BL
57837	Eral1	26284	ERAL1
14070	F8a	474384	F8A3
14070	F8a	8263	F8A1
14070	F8a	474383	F8A2
72759	Tmem135	65084	TMEM135
68728	Trp53inp2	58476	TP53INP2
230824	Grhl3	57822	GRHL3
16833	Ldhc	3948	LDHC
75083	Usp50	373509	USP50
19018	Scand1	51282	SCAND1
259097	Olfr558	143503	OR51E1
20503	Slc16a7	9194	SLC16A7
11818	Apoh	350	APOH
75345	Slamf7	57823	SLAMF7
224671	Btbd9	114781	BTBD9
22384	Eif4h	7458	EIF4H
67049	Pus3	83480	PUS3
74023	Rd3	343035	RD3
20362	Sept8	23176	SEPT8
228775	Trib3	57761	TRIB3
16522	Kcnj6	3763	KCNJ6
230959	Ajap1	55966	AJAP1
19132	Prph	5630	PRPH
72000	Lmntd2	256329	LMNTD2
239559	A4galt	53947	A4GALT
664799	Ctcfl	140690	CTCFL
106393	Srl	6345	SRL
55925	Syt8	90019	SYT8
19285	Cavin1	284119	CAVIN1
76784	Mtif2	4528	MTIF2
68968	Cdan1	146059	CDAN1
26457	Slc27a1	376497	SLC27A1
69053	1810013L24Rik	29035	C16orf72
17069	Ly6e	4061	LY6E
19384	Ran	5901	RAN
239552	Apol8	23780	APOL2
242474	Tmem245	23731	TMEM245
102124	Enkd1	84080	ENKD1
78428	Pym1	84305	PYM1
78255	Ralgps2	55103	RALGPS2
320709	Tmem117	84216	TMEM117
116905	Dph1	1801	DPH1
66357	Ostc	58505	OSTC
14732	Gpam	57678	GPAM
28146	Serp1	27230	SERP1
381260	Gm973	100652824	KIAA2012
18475	Pafah1b2	5049	PAFAH1B2
11441	Chrna7	1139	CHRNA7
80859	Nfkbiz	64332	NFKBIZ
209039	Tns2	23371	TNS2
329375	Cfap77	389799	CFAP77
21678	Tead3	7005	TEAD3
320207	Pik3r5	23533	PIK3R5
218165	Ofcc1	266553	OFCC1
18030	Nfil3	4783	NFIL3
16841	Lect2	3950	LECT2
385354	Frmd7	90167	FRMD7
72160	Tmem163	81615	TMEM163
19225	Ptgs2	5743	PTGS2
70508	Bbx	56987	BBX
20463	Cox7a2l	9167	COX7A2L
228767	Tmem74bos	400831	C20orf202
381634	Gm1043	389197	C4orf50
16590	Kit	3815	KIT
22379	Fmnl3	91010	FMNL3
64406	Sp5	389058	SP5
26399	Map2k6	5608	MAP2K6
70408	Polr3f	10621	POLR3F
12675	Chuk	1147	CHUK
11609	Agtr2	186	AGTR2
227059	Slc39a10	57181	SLC39A10
227449	Zcchc2	54877	ZCCHC2
103710	Slc35e4	339665	SLC35E4
70568	Cpne3	8895	CPNE3
67855	Asprv1	151516	ASPRV1
72927	Hepacam	220296	HEPACAM
233875	Ino80e	283899	INO80E
193736	Zbtb12	221527	ZBTB12
380993	Zfat	57623	ZFAT
67978	Tctn2	79867	TCTN2
66421	2410004B18Rik	148423	C1orf52
17996	Neb	4703	NEB
20541	Slc8a1	6546	SLC8A1
15220	Foxq1	94234	FOXQ1
73692	Cplane1	65250	CPLANE1
56643	Slc15a1	6564	SLC15A1
17149	Magoh	4116	MAGOH
170761	Pdzd3	79849	PDZD3
74493	Tnks2	80351	TNKS2
105837	Mtbp	27085	MTBP
104859	Tecpr2	9895	TECPR2
66928	Dmac1	90871	DMAC1
170742	Sertad3	29946	SERTAD3
228994	Ythdf1	54915	YTHDF1
56055	Gtpbp2	54676	GTPBP2
78913	Ltn1	26046	LTN1
93715	Pcdhga7	56108	PCDHGA7
27979	Eif3b	8662	EIF3B
23947	Mid2	11043	MID2
12751	Tpp1	1200	TPP1
17764	Mtf1	4520	MTF1
12237	Bub3	9184	BUB3
100019	Mdn1	23195	MDN1
12372	Casq1	844	CASQ1
20365	Serf1	728492	SERF1B
20365	Serf1	8293	SERF1A
241950	Bbs12	166379	BBS12
72322	Xpo5	57510	XPO5
23844	Clca1	1179	CLCA1
20500	Slc13a2	9058	SLC13A2
103988	Gck	2645	GCK
108096	Slco1a5	6579	SLCO1A2
52024	Ankrd22	118932	ANKRD22
70747	Tspan2	10100	TSPAN2
12328	Caml	819	CAMLG
353237	Pcdhac2	56134	PCDHAC2
12490	Cd34	947	CD34
381823	Apold1	81575	APOLD1
26441	Psma4	5685	PSMA4
100705	Acacb	32	ACACB
100039946	Gm2511	284369	SIGLECL1
58991	Ghrl	51738	GHRL
258486	Olfr730	390431	OR4K2
65100	Zic5	85416	ZIC5
69188	Kmt2e	55904	KMT2E
68607	Serhl	253190	SERHL2
72429	Dnajc25	548645	DNAJC25
17771	Tesmin	9633	TESMIN
18986	Pou2f1	5451	POU2F1
20665	Sox10	6663	SOX10
664994	Isoc2a	79763	ISOC2
15312	Hmgn1	3150	HMGN1
14464	Gata5	140628	GATA5
12495	Entpd1	953	ENTPD1
52123	Agpat5	55326	AGPAT5
20534	Slc4a1ap	22950	SLC4A1AP
106389	Eaf2	55840	EAF2
67030	Fancl	55120	FANCL
21367	Cntn2	6900	CNTN2
11370	Acadvl	37	ACADVL
68867	Rnf122	79845	RNF122
20689	Sall3	27164	SALL3
79455	Pdcl2	132954	PDCL2
78689	Naa35	60560	NAA35
19377	Rai1	10743	RAI1
109674	Ampd2	271	AMPD2
226304	Npbwr1	2831	NPBWR1
74349	Fam160a2	84067	FAM160A2
381175	Ccdc68	80323	CCDC68
23853	Def6	50619	DEF6
54377	Cacng4	27092	CACNG4
621628	Cldn20	49861	CLDN20
50772	Mapk6	5597	MAPK6
110310	Krt7	3855	KRT7
73254	Ccdc18	343099	CCDC18
319845	Bbs9	27241	BBS9
227696	Phyhd1	254295	PHYHD1
333048	Tmem211	255349	TMEM211
68592	Syf2	25949	SYF2
317653	Klk14	43847	KLK14
75507	Pou5f2	134187	POU5F2
59032	Ppp2r3c	55012	PPP2R3C
11684	Alox12	239	ALOX12
14462	Gata3	2625	GATA3
239133	Dleu7	220107	DLEU7
18100	Mrpl40	64976	MRPL40
71974	Prmt3	10196	PRMT3
67790	Rab39b	116442	RAB39B
83813	Tnk1	8711	TNK1
225876	Kdm2a	22992	KDM2A
212123	Dcaf15	90379	DCAF15
235534	Pxylp1	92370	PXYLP1
93683	Glce	26035	GLCE
217154	Stac2	342667	STAC2
16579	Kifap3	22920	KIFAP3
140740	Sec63	11231	SEC63
57314	Nelfcd	51497	NELFCD
17978	Ncoa2	10499	NCOA2
67586	Ubxn11	91544	UBXN11
20513	Slc1a6	6511	SLC1A6
71967	Mageb16	139604	MAGEB16
211151	Churc1	91612	CHURC1
15135	Hbb-y	3048	HBG2
17885	Myh8	4626	MYH8
19347	Dennd5a	23258	DENND5A
71729	Rgs12	6002	RGS12
70359	Gtpbp3	84705	GTPBP3
98732	Rab3gap2	25782	RAB3GAP2
244562	Abcc12	94160	ABCC12
69020	Zfp707	286075	ZNF707
102632	Acad11	84129	ACAD11
67750	4930578I06Rik	203076	C8orf74
232811	Kmt5c	84787	KMT5C
432552	Fam71b	153745	FAM71B
14400	Gabrb1	2560	GABRB1
271981	Tbck	93627	TBCK
19700	Rem1	28954	REM1
381836	Sbk2	646643	SBK2
66361	Zfand1	79752	ZFAND1
72254	1700030K09Rik	84167	C19orf44
56298	Atl2	64225	ATL2
382562	Pfn4	375189	PFN4
332713	Fndc11	79025	FNDC11
14422	B4galnt2	124872	B4GALNT2
242083	Ppm1l	151742	PPM1L
72058	Igsf5	150084	IGSF5
213753	Zfp598	90850	ZNF598
70575	Gfod2	81577	GFOD2
259015	Olfr1038-ps	219479	OR5R1
230126	Shb	6461	SHB
78521	B230219D22Rik	134553	C5orf24
12617	Cenpc1	1060	CENPC
217071	Gm525	339210	C17orf67
55983	Pdzrn3	23024	PDZRN3
624219	Angptl8	55908	ANGPTL8
75909	Vmp1	81671	VMP1
240064	Zfp799	90576	ZNF799
13082	Cyp26a1	1592	CYP26A1
67213	Cmtm6	54918	CMTM6
12017	Bag1	573	BAG1
28114	Nsun2	54888	NSUN2
67629	Spc24	147841	SPC24
433968	Gm5566	654364	NME1-NME2
14362	Fzd1	8321	FZD1
70892	Ttll7	79739	TTLL7
242748	Disp3	57540	DISP3
11981	Atp9a	10079	ATP9A
74675	Ptchd3	374308	PTCHD3
12503	Cd247	919	CD247
68537	Mrpl13	28998	MRPL13
108899	2700081O15Rik	65998	C11orf95
17968	Ncam2	4685	NCAM2
93737	Pard6g	84552	PARD6G
22685	Zfp239	8187	ZNF239
12868	Cox8a	1351	COX8A
67016	Tbc1d2b	23102	TBC1D2B
68277	2310057M21Rik	80007	C10orf88
223693	Tmem184b	25829	TMEM184B
22371	Vwf	7450	VWF
16521	Kcnj5	3762	KCNJ5
17969	Ncf1	653361	NCF1
67182	Pdzk1ip1	10158	PDZK1IP1
68202	Ndufa5	4698	NDUFA5
170734	Zscan5b	342933	ZSCAN5B
268469	Zfp652	22834	ZNF652
109697	Cpa1	1357	CPA1
67072	Cdc37l1	55664	CDC37L1
18292	Sebox	645832	SEBOX
69666	Psmg4	389362	PSMG4
72219	Spata31d1a	389761	SPATA31D4
72219	Spata31d1a	389763	SPATA31D1
72219	Spata31d1a	389762	SPATA31D3
75860	Tex26	122046	TEX26
20598	Smpd2	6610	SMPD2
105203	Fam208b	54906	FAM208B
235626	Setd2	29072	SETD2
268729	Frmpd2	143162	FRMPD2
14225	Fkbp1a	2280	FKBP1A
26611	Rcn2	5955	RCN2
16477	Junb	3726	JUNB
19364	Rad51d	5892	RAD51D
110308	Krt5	3852	KRT5
52830	Pnrc2	55629	PNRC2
67727	Stx17	55014	STX17
16565	Kif21b	23046	KIF21B
24128	Xrn2	22803	XRN2
17721	mt-Nd5	4540	ND5
12943	Pcdha10	56137	PCDHA12
56208	Becn1	8678	BECN1
11435	Chrna1	1134	CHRNA1
20846	Stat1	6772	STAT1
67286	Ift22	64792	IFT22
217737	Ahsa1	10598	AHSA1
75563	Dnali1	7802	DNALI1
21664	Phlda1	22822	PHLDA1
13626	Eed	8726	EED
434232	Iqck	124152	IQCK
231147	Sh3tc1	54436	SH3TC1
16651	Sspn	8082	SSPN
230806	Crybg2	55057	CRYBG2
224405	Cyyr1	116159	CYYR1
217030	Synrg	11276	SYNRG
70209	Tmem143	55260	TMEM143
53598	Dctn3	11258	DCTN3
71020	Spats1	221409	SPATS1
22678	Zfp2	80108	ZFP2
68729	Trim37	4591	TRIM37
13555	E2f1	1869	E2F1
217430	Pqlc3	130814	PQLC3
52882	Rgs7bp	401190	RGS7BP
13602	Sparcl1	8404	SPARCL1
226861	Hhat	55733	HHAT
68404	Nrn1	51299	NRN1
225631	Onecut2	9480	ONECUT2
338365	Slc41a2	84102	SLC41A2
66811	Duoxa2	405753	DUOXA2
16319	Incenp	3619	INCENP
14131	Fcgr3	2212	FCGR2A
18081	Ninj1	4814	NINJ1
328035	Fads6	283985	FADS6
12238	Commd3	23412	COMMD3
107734	Mrpl30	51263	MRPL30
51792	Ppp2r1a	5518	PPP2R1A
215707	Ccdc92	80212	CCDC92
67467	Gpalpp1	55425	GPALPP1
74376	Myo18b	84700	MYO18B
269061	Cpsf7	79869	CPSF7
51786	Cpsf2	53981	CPSF2
14693	Gnb2	2783	GNB2
238257	Tmem30b	161291	TMEM30B
16161	Il12rb1	3594	IL12RB1
66884	Appbp2	10513	APPBP2
74472	Stpg3	441476	STPG3
225929	Patl1	219988	PATL1
218763	Lrrc3b	116135	LRRC3B
258793	Olfr1502	219954	OR9I1
258151	Olfr1505	219954	OR9I1
75747	Sesn3	143686	SESN3
110959	Nudt19	390916	NUDT19
55942	Sertad1	29950	SERTAD1
20667	Sox12	6666	SOX12
74174	Gtsf1	121355	GTSF1
67144	Lrrc40	55631	LRRC40
18633	Pex16	9409	PEX16
665270	Plb1	151056	PLB1
380863	Tmem171	134285	TMEM171
12296	Cacnb2	783	CACNB2
215113	Slc43a2	124935	SLC43A2
66307	Isoc1	51015	ISOC1
231051	Kmt2c	58508	KMT2C
84653	Hes7	84667	HES7
17113	M6pr	4074	M6PR
12274	C6	729	C6
170786	Cd209a	10332	CLEC4M
15925	Ide	3416	IDE
67881	Mdp1	145553	MDP1
14673	Gna12	2768	GNA12
170625	Snx18	112574	SNX18
110750	Cse1l	1434	CSE1L
260305	Nphp4	261734	NPHP4
360198	Hist1h3a	8351	HIST1H3D
103236	Csnk1g2	1455	CSNK1G2
67922	Fam32a	26017	FAM32A
14683	Gnas	2778	GNAS
21802	Tgfa	7039	TGFA
74221	Tex37	200523	TEX37
71761	Amdhd1	144193	AMDHD1
242860	Rsbn1l	222194	RSBN1L
23958	Nr2e3	10002	NR2E3
545667	Shisal2a	348378	SHISAL2A
74405	Efhc2	80258	EFHC2
238271	Kcnh5	27133	KCNH5
56856	Insm2	84684	INSM2
15400	Hoxa3	3200	HOXA3
68750	Rreb1	6239	RREB1
546729	Calhm1	255022	CALHM1
76703	Cpb1	1360	CPB1
72325	Vps9d1	9605	VPS9D1
18095	Nkx3-1	4824	NKX3-1
21401	Tcea3	6920	TCEA3
71756	Cpn2	1370	CPN2
12404	Cbln1	869	CBLN1
19159	Cyth3	9265	CYTH3
330938	Dixdc1	85458	DIXDC1
12613	Cel	1056	CEL
213989	Tmem82	388595	TMEM82
94216	Col4a6	1288	COL4A6
67859	Cysrt1	375791	CYSRT1
330228	Spdye4b	100505767	SPDYE18
67249	Tbc1d19	55296	TBC1D19
13654	Egr2	1959	EGR2
17826	Fam89b	23625	FAM89B
320609	Strip2	57464	STRIP2
277250	Kdm3b	51780	KDM3B
216805	Flcn	201163	FLCN
67809	Rmdn3	55177	RMDN3
104479	Ccdc117	150275	CCDC117
18999	Pou5f1	5460	POU5F1
235415	Cplx3	594855	CPLX3
29811	Ndrg2	57447	NDRG2
27404	Abca8b	10351	ABCA8
320951	Pisd	23761	PISD
54483	Mefv	4210	MEFV
22437	Xirp1	165904	XIRP1
17986	Ndp	4693	NDP
14936	Gys1	2997	GYS1
15200	Hbegf	1839	HBEGF
12982	Csf2ra	1438	CSF2RA
19076	Prim2	5558	PRIM2
259012	Olfr1052	282775	OR5J2
215051	Bud13	84811	BUD13
20209	Saa2	6288	SAA1
20208	Saa1	6288	SAA1
14343	Fut1	2523	FUT1
21349	Tal1	6886	TAL1
434784	Ldoc1	23641	LDOC1
319817	Rc3h2	54542	RC3H2
15903	Id3	3399	ID3
102570	Slc22a13	9390	SLC22A13
268903	Nrip1	8204	NRIP1
67900	Mtfp1	51537	MTFP1
17955	Nap1l4	4676	NAP1L4
17434	Mocs2	4338	MOCS2
69900	Mfsd11	79157	MFSD11
230577	Pars2	25973	PARS2
20687	Sp3	6670	SP3
67463	Poc5	134359	POC5
217951	Tmem196	256130	TMEM196
18588	Pde6g	5148	PDE6G
232798	Leng8	114823	LENG8
56444	Actr10	55860	ACTR10
224904	2410015M20Rik	125988	C19orf70
71063	Zfp597	146434	ZNF597
329679	Fnip2	57600	FNIP2
381538	Mroh7	374977	MROH7
66078	Tsen34	79042	TSEN34
50776	Polg2	11232	POLG2
14681	Gnao1	2775	GNAO1
16669	Krt19	3880	KRT19
68964	Ctc1	80169	CTC1
12469	Cct8	10694	CCT8
15469	Prmt1	3276	PRMT1
20352	Sema4b	10509	SEMA4B
54390	Sit1	27240	SIT1
69534	Avpi1	60370	AVPI1
140476	Strc	161497	STRC
69116	Ubr4	23352	UBR4
269523	Vcp	7415	VCP
76080	Ttpal	79183	TTPAL
329278	Tnn	63923	TNN
69721	Nkiras1	28512	NKIRAS1
103199	Fig4	9896	FIG4
70163	Lypd8	646627	LYPD8
229589	Prune1	58497	PRUNE1
14106	Foxh1	8928	FOXH1
12663	Chml	1122	CHML
100504183	Krtap16-1	100505753	KRTAP16-1
56795	Arl10	285598	ARL10
68349	Ndufs3	4722	NDUFS3
19746	Rhd	6006	RHCE
19746	Rhd	6007	RHD
319695	Ankar	150709	ANKAR
233799	Acsm2	123876	ACSM2A
208169	Slc9c1	285335	SLC9C1
71599	Senp8	123228	SENP8
56306	Sinhcaf	58516	SINHCAF
57442	Kcne3	10008	KCNE3
15982	Ifrd1	3475	IFRD1
17356	Afdn	4301	AFDN
107652	Uap1	6675	UAP1
80509	Med8	112950	MED8
68481	Mpzl1	9019	MPZL1
319148	Hist1h3c	653604	HIST2H3D
320817	Atad2b	54454	ATAD2B
17179	Matk	4145	MATK
15482	Hspa1l	3305	HSPA1L
69754	Fbxo7	25793	FBXO7
72748	Hdhd3	81932	HDHD3
73713	Rbm20	282996	RBM20
192662	Arhgdia	396	ARHGDIA
50932	Mink1	50488	MINK1
229681	St7l	54879	ST7L
15874	Iapp	3375	IAPP
14678	Gnai2	2771	GNAI2
22368	Trpv2	51393	TRPV2
67384	Bag4	9530	BAG4
109801	Glo1	2739	GLO1
66834	Acot13	55856	ACOT13
97287	Mtmr14	64419	MTMR14
74359	4931414P19Rik	60686	C14orf93
142682	Zcchc14	23174	ZCCHC14
93735	Wnt16	51384	WNT16
78514	Arhgap10	79658	ARHGAP10
27223	Trp53bp1	7158	TP53BP1
69178	Snx5	27131	SNX5
279029	Stkld1	169436	STKLD1
171285	Havcr2	84868	HAVCR2
77057	Ston1	11037	STON1
21960	Tnr	7143	TNR
75458	Cklf	51192	CKLF
258316	Olfr727	81127	OR4K15
80752	Fam20c	56975	FAM20C
71952	Riox1	79697	RIOX1
68870	Ak8	158067	AK8
230796	Wdtc1	23038	WDTC1
20823	Ssb	6741	SSB
12021	Bard1	580	BARD1
75425	Tti1	9675	TTI1
100504234	Ccdc170	80129	CCDC170
72061	2010111I01Rik	84909	C9orf3
69592	Odam	54959	ODAM
18415	Hspa4l	22824	HSPA4L
230757	5730409E04Rik	127703	C1orf216
14029	Evx2	344191	EVX2
15436	Hoxd4	3233	HOXD4
18549	Pcsk2	5126	PCSK2
18386	Oprd1	4985	OPRD1
54156	Egfl6	25975	EGFL6
11610	Agtrap	57085	AGTRAP
69094	Tmem160	54958	TMEM160
244418	Prag1	157285	PRAG1
76969	Chst1	8534	CHST1
66174	Nudt14	256281	NUDT14
226757	Wdr26	80232	WDR26
74108	Parn	5073	PARN
67946	Spata6	54558	SPATA6
20679	Sox6	55553	SOX6
78655	Eif3j1	8669	EIF3J
100042807	Eif3j2	8669	EIF3J
382077	Ccdc33	80125	CCDC33
98660	Atp1a2	477	ATP1A2
76572	Rbmxl2	27288	RBMXL2
74521	Ppp4r4	57718	PPP4R4
217653	Mis18bp1	55320	MIS18BP1
70574	Cpm	1368	CPM
18639	Pfkfb1	5207	PFKFB1
20419	Shcbp1	79801	SHCBP1
382051	Pdp2	57546	PDP2
50995	Uba2	10054	UBA2
259051	Olfr658	390072	OR52N4
94224	Srd5a2	6716	SRD5A2
53325	Banp	54971	BANP
74649	Cpa5	93979	CPA5
14677	Gnai1	2770	GNAI1
74035	Nol9	79707	NOL9
330463	Zfp78	57573	ZNF471
68251	Babam1	29086	BABAM1
26400	Map2k7	5609	MAP2K7
192136	Sugct	79783	SUGCT
233876	Hirip3	8479	HIRIP3
66818	Smim7	79086	SMIM7
20183	Rxrg	6258	RXRG
109042	Cavin3	112464	CAVIN3
67306	Zc2hc1a	51101	ZC2HC1A
109294	Prex2	80243	PREX2
15064	Mr1	3140	MR1
227612	Tor4a	54863	TOR4A
66696	Snx31	169166	SNX31
71732	Vps11	55823	VPS11
67118	Bfar	51283	BFAR
80890	Trim2	23321	TRIM2
170744	Tlr8	51311	TLR8
56846	Necab3	63941	NECAB3
72043	Sulf2	55959	SULF2
